order;qid;NoC;AggDepth;IterDistance;CpQ;IsRelax;FilterDepth;NoAgg;IterCommonMeasures;NoQ;IterCommonFilters;NoF;NoM;IVA;QF;IterRecall;ElapsedTime;ExecTime;RNI;CD;IterPrecision;IterCommonAgg;RQP;ConsTime;IterIdentity;IsRefine;salimLabel;iandryLabel
123;dibstudent03--2016-09-25--15-56.log-34;156;0.0571428571428571;1;3;1;0.0428571428571429;4;2;35;3;3;2;0.146892655367232;0.0398477587912695;0;878.343;0.296;0.36242800825915;2;0;3;0.648148148148148;8.657;0;1;1;1
124;dibstudent03--2016-09-25--15-56.log-35;30;0.0428571428571429;1;1;1;0.0428571428571429;3;2;36;3;3;2;0.0274725274725275;0.0405733921948064;0;887.281;0.281;0.465061866259775;1;0;3;0.666666666666667;12.937;0;0;0;1
125;dibstudent03--2016-09-25--15-56.log-36;156;0.0571428571428571;1;2;1;0.0428571428571429;4;2;37;3;3;2;0;0.0410918436022221;0;900.422;0.204;0.36242800825915;0;0;3;0.685185185185185;2.437;0;1;1;1
126;dibstudent03--2016-09-25--15-56.log-37;59;0.0428571428571429;4;0;4;0;3;2;38;0;0;2;0.05125977410947;0.04208050443451;0;903.031;0.172;0.289312357585548;1;0;3;0.703703703703704;3.281;0;0;1;0
127;dibstudent03--2016-09-25--15-56.log-38;59;0.0428571428571429;0;0;0;0;3;2;39;0;0;2;0;0.0430285477865122;1;906.375;0.063;0.289312357585548;0;1;3;0.722222222222222;118.693;1;0;1;0
128;dibstudent03--2016-09-25--15-56.log-39;48;0.0428571428571429;4;6;4;0.0571428571428571;3;2;40;0;4;2;0;0.0390206214229065;0.813559322033898;1025.099;0.031;0.26156179329727;7;1;3;0.740740740740741;14.547;0;1;1;1
129;dibstudent03--2016-09-25--15-56.log-4;12;0.0285714285714286;0;9;0;0;2;1;5;0;0;1;0;0.0239395956123509;1;208.859;0.016;0.14056325858881;1;1;2;0.0925925925925926;1.25;1;0;0;1
130;dibstudent03--2016-09-25--15-56.log-40;48;0.0428571428571429;1;1;1;0.0571428571428571;3;1;41;4;4;1;0;0.0394353246248595;1;1039.677;0.031;0.26156179329727;6;1;3;0.759259259259259;2.235;0;0;1;1
131;dibstudent03--2016-09-25--15-56.log-41;48;0.0428571428571429;0;1;0;0.0571428571428571;3;1;42;4;4;1;0;0.0403099257433582;1;1041.927;0.015;0.26156179329727;5;1;3;0.777777777777778;4.672;1;0;1;1
132;dibstudent03--2016-09-25--15-56.log-42;48;0.0428571428571429;0;1;0;0.0571428571428571;3;1;43;4;4;1;0;0.041083613752883;1;1046.646;0.047;0.26156179329727;4;1;3;0.796296296296296;1.031;1;0;1;1
133;dibstudent03--2016-09-25--15-56.log-43;48;0.0428571428571429;0;1;0;0.0571428571428571;3;1;44;4;4;1;0;0.0419945101722157;1;1047.756;0.079;0.26156179329727;3;1;3;0.814814814814815;1.296;1;0;1;1
134;dibstudent03--2016-09-25--15-56.log-44;48;0.0428571428571429;0;1;0;0.0571428571428571;3;1;45;4;4;1;0;0.0428939499513392;1;1049.099;0.047;0.26156179329727;2;1;3;0.833333333333333;3.078;1;0;1;1
135;dibstudent03--2016-09-25--15-56.log-45;48;0.0428571428571429;0;1;0;0.0571428571428571;3;1;46;4;4;1;0;0.0437169271942096;1;1052.224;0.047;0.26156179329727;1;1;3;0.851851851851852;1.172;1;0;1;1
136;dibstudent03--2016-09-25--15-56.log-46;8;0.0285714285714286;1;0;1;0.0571428571428571;2;1;47;4;4;1;0.00690250215703192;0.0446169210147597;0;1053.412;0.016;0.317249095986569;0;0;2;0.87037037037037;5.812;0;0;0;1
137;dibstudent03--2016-09-25--15-56.log-47;2;0.0571428571428571;8;1;8;0;2;1;48;0;0;1;0.00172265288544358;0.045315509233035;0;1059.24;0.016;0.001532428523631;4;0;1;0.888888888888889;4.625;0;0;0;0
138;dibstudent03--2016-09-25--15-56.log-48;2;0.0571428571428571;0;1;0;0;2;1;49;0;0;1;0;0.0460571334040169;1;1063.896;0.031;0.001532428523631;3;1;2;0.907407407407407;2.281;1;0;0;0
139;dibstudent03--2016-09-25--15-56.log-49;2;0.0571428571428571;0;1;0;0;2;1;50;0;0;1;0;0.0468937575030012;1;1066.24;0.063;0.001532428523631;2;1;2;0.925925925925926;1.219;1;0;0;1
140;dibstudent03--2016-09-25--15-56.log-5;12;0.0285714285714286;0;9;0;0;2;1;6;0;0;1;0;0.0285544318857823;1;210.125;0.016;0.14056325858881;0;1;2;0.111111111111111;18.047;0;0;0;1
141;dibstudent03--2016-09-25--15-56.log-50;1;0.0428571428571429;1;1;1;0;1;1;51;0;0;1;0;0.0477735197936933;0.5;1067.537;0.078;0;1;1;1;0.944444444444444;1.344;0;0;0;0
142;dibstudent03--2016-09-25--15-56.log-51;2;0.0571428571428571;1;0;1;0;2;1;52;0;0;1;0;0.0486483250007484;1;1068.896;0.015;0.001532428523631;0;0.5;1;0.962962962962963;83.235;0;1;0;0
143;dibstudent03--2016-09-25--15-56.log-52;36;0.0428571428571429;9;0;9;0.0428571428571429;3;1;53;0;3;2;0;0.0460004756275593;0;1152.162;0.031;0.312732452137707;1;0;1;0.981481481481482;35.75;0;0;1;1
144;dibstudent03--2016-09-25--15-56.log-53;36;0.0428571428571429;0;0;0;0.0428571428571429;3;2;54;3;3;2;0;0.0454561142261644;1;1187.959;0.047;0.312732452137707;0;1;3;1;0;1;0;1;1
145;dibstudent03--2016-09-25--15-56.log-6;12;0.0285714285714286;2;0;2;0;2;0;7;0;0;1;0.019047619047619;0.0306576503976735;0;228.328;0.156;0.0126354622749947;0;0;2;0.12962962962963;12.797;0;0;0;1
146;dibstudent03--2016-09-25--15-56.log-7;12;0.0285714285714286;2;9;2;0;2;0;8;0;0;1;0;0.033177812337999;0;241.125;0;0.14056325858881;0;0;2;0.148148148148148;9.765;0;0;0;0
147;dibstudent03--2016-09-25--15-56.log-8;12;0.0285714285714286;2;1;2;0;2;0;9;0;0;1;0.0186915887850467;0.0358521457509232;0;251.031;0.141;0.0298737856438758;2;0;2;0.166666666666667;17.172;0;0;0;0
148;dibstudent03--2016-09-25--15-56.log-9;24;0.0285714285714286;1;1;1;0;2;1;10;0;0;2;0.018348623853211;0.037267821472228;1;268.328;0.125;0.018292967442529;1;0.5;2;0.185185185185185;3.859;0;0;0;1
149;dibstudent03--2016-09-25--16-20.log-0;4;0.0285714285714286;0;22;0;0;2;0;1;0;0;1;0.00343347639484979;1;1;0.094;0.094;0.219110435981261;5;0.5;0;0.0208333333333333;2.546;0;0;1;1
150;dibstudent03--2016-09-25--16-20.log-1;4;0.0285714285714286;0;22;0;0;2;1;2;0;0;1;0;0.748502994011976;1;2.672;0.032;0.219110435981261;4;1;2;0.0416666666666667;2.015;0;0;1;1
151;dibstudent03--2016-09-25--16-20.log-10;20;0.0428571428571429;1;13;1;0;3;1;11;0;0;1;0;0.20154641064165;0;54.578;0.422;0.20837116698156;12;0;2;0.229166666666667;3.766;0;1;1;1
152;dibstudent03--2016-09-25--16-20.log-11;20;0.0428571428571429;0;13;0;0;3;1;12;0;0;1;0;0.205236963177068;1;58.469;0.125;0.20837116698156;11;1;3;0.25;5.062;1;0;1;1
153;dibstudent03--2016-09-25--16-20.log-12;20;0.0428571428571429;0;13;0;0;3;1;13;0;0;1;0;0.204624514016779;1;63.531;0;0.20837116698156;10;1;3;0.270833333333333;4.484;1;0;1;1
154;dibstudent03--2016-09-25--16-20.log-13;20;0.0428571428571429;0;13;0;0;3;1;14;0;0;1;0;0.205459348400352;1;68.14;0.125;0.20837116698156;9;1;3;0.291666666666667;1.391;1;0;1;1
155;dibstudent03--2016-09-25--16-20.log-14;20;0.0428571428571429;0;13;0;0;3;1;15;0;0;1;0;0.215149385389922;1;69.719;0.188;0.20837116698156;8;1;3;0.3125;2.093;1;0;1;1
156;dibstudent03--2016-09-25--16-20.log-15;20;0.0428571428571429;0;13;0;0;3;1;16;0;0;1;0;0.222077255125127;1;72.047;0.235;0.20837116698156;7;1;3;0.333333333333333;2.89;1;0;1;1
157;dibstudent03--2016-09-25--16-20.log-16;20;0.0428571428571429;0;13;0;0;3;1;17;0;0;1;0;0.226808800181447;1;74.953;0.016;0.20837116698156;6;1;3;0.354166666666667;36.094;1;0;1;1
158;dibstudent03--2016-09-25--16-20.log-17;20;0.0428571428571429;0;13;0;0;3;1;18;0;0;1;0;0.161775940322653;1;111.265;0.218;0.20837116698156;5;1;3;0.375;32.766;1;0;1;1
159;dibstudent03--2016-09-25--16-20.log-18;20;0.0428571428571429;0;13;0;0;3;1;19;0;0;1;0;0.13170207604062;1;144.265;0.234;0.20837116698156;4;1;3;0.395833333333333;13.782;1;0;1;1
160;dibstudent03--2016-09-25--16-20.log-19;20;0.0428571428571429;0;13;0;0;3;1;20;0;0;1;0;0.126382306477093;1;158.25;0.203;0.20837116698156;3;1;3;0.416666666666667;10.422;1;0;1;1
161;dibstudent03--2016-09-25--16-20.log-2;4;0.0285714285714286;0;22;0;0;2;1;3;0;0;1;0;0.637890708058686;1;4.703;0.016;0.219110435981261;3;1;2;0.0625;15.344;1;0;1;1
162;dibstudent03--2016-09-25--16-20.log-20;4;0.0285714285714286;1;8;1;0;2;1;21;0;0;1;0;0.124490921054972;0;168.687;0.015;0.219110435981261;2;0;2;0.4375;1.797;0;0;0;1
163;dibstudent03--2016-09-25--16-20.log-21;4;0.0285714285714286;0;8;0;0;2;1;22;0;0;1;0;0.129032258064516;1;170.5;0.016;0.219110435981261;1;1;2;0.458333333333333;1.328;1;0;1;1
164;dibstudent03--2016-09-25--16-20.log-22;4;0.0285714285714286;0;8;0;0;2;1;23;0;0;1;0;0.133854785017576;1;171.828;0;0.219110435981261;0;1;2;0.479166666666667;18.078;1;0;1;1
165;dibstudent03--2016-09-25--16-20.log-23;36;0.0714285714285714;3;2;3;0;3;1;24;0;0;1;0.0294117647058824;0.126295183417442;0;190.031;0.125;0.446890415136408;3;0;2;0.5;2.438;0;1;0;1
166;dibstudent03--2016-09-25--16-20.log-24;36;0.0714285714285714;0;2;0;0;3;1;25;0;0;1;0;0.129617627997408;1;192.875;0.406;0.446890415136408;2;1;3;0.520833333333333;3.562;1;0;0;1
167;dibstudent03--2016-09-25--16-20.log-25;150;0.0857142857142857;1;0;1;0;4;1;26;0;0;1;0.109170305676856;0.132221318144833;0;196.64;0.203;0.36136631049578;1;0;3;0.541666666666667;1.266;0;1;1;1
168;dibstudent03--2016-09-25--16-20.log-26;150;0.0857142857142857;0;0;0;0;4;1;27;0;0;1;0;0.135998912008704;1;198.531;0.625;0.36136631049578;0;1;4;0.5625;2.078;1;0;1;1
169;dibstudent03--2016-09-25--16-20.log-27;20;0.0428571428571429;3;10;3;0;3;1;28;0;0;1;0;0.139357561640836;0;200.922;0.313;0.20837116698156;16;0;3;0.583333333333333;6.656;0;0;1;1
170;dibstudent03--2016-09-25--16-20.log-28;20;0.0428571428571429;0;10;0;0;3;1;29;0;0;1;0;0.139695752285712;1;207.594;0.016;0.20837116698156;15;1;3;0.604166666666667;0.875;1;0;1;1
171;dibstudent03--2016-09-25--16-20.log-29;20;0.0428571428571429;0;10;0;0;3;1;30;0;0;1;0;0.143895934460198;1;208.484;0.015;0.20837116698156;14;1;3;0.625;1.078;1;0;1;1
172;dibstudent03--2016-09-25--16-20.log-3;20;0.0428571428571429;1;14;1;0;3;1;4;0;0;1;0.0168776371308017;0.199064397332537;0;20.094;0.047;0.20837116698156;2;0;2;0.0833333333333333;2.109;0;1;1;1
173;dibstudent03--2016-09-25--16-20.log-30;20;0.0428571428571429;0;10;0;0;3;1;31;0;0;1;0;0.147916288923456;1;209.578;0.016;0.20837116698156;13;1;3;0.645833333333333;2.562;1;0;1;1
174;dibstudent03--2016-09-25--16-20.log-31;20;0.0428571428571429;0;10;0;0;3;1;32;0;0;1;0;0.150810370098074;1;212.187;0.047;0.20837116698156;12;1;3;0.666666666666667;2.875;1;0;1;1
175;dibstudent03--2016-09-25--16-20.log-32;20;0.0428571428571429;0;10;0;0;3;1;33;0;0;1;0;0.153432708133793;1;215.078;0.016;0.20837116698156;11;1;3;0.6875;22.812;1;0;1;1
176;dibstudent03--2016-09-25--16-20.log-33;10;0.0285714285714286;1;2;1;0;2;1;34;0;0;1;0.00722543352601156;0.14284813982312;0;238.015;0.125;0.225115722927908;10;0;2;0.708333333333333;5.844;0;0;1;0
177;dibstudent03--2016-09-25--16-20.log-34;10;0.0285714285714286;0;2;0;0;2;1;35;0;0;1;0;0.143516145566376;1;243.875;0.016;0.225115722927908;9;1;2;0.729166666666667;1.469;1;0;1;0
178;dibstudent03--2016-09-25--16-20.log-35;10;0.0285714285714286;0;2;0;0;2;1;36;0;0;1;0;0.146714212939379;1;245.375;0.031;0.225115722927908;8;1;2;0.75;1.953;1;0;1;0
179;dibstudent03--2016-09-25--16-20.log-36;10;0.0285714285714286;0;2;0;0;2;1;37;0;0;1;0;0.149580164861598;1;247.359;0.031;0.225115722927908;7;1;2;0.770833333333333;1.86;1;0;1;0
180;dibstudent03--2016-09-25--16-20.log-37;10;0.0285714285714286;0;2;0;0;2;1;38;0;0;1;0;0.152352238375123;1;249.422;0.203;0.225115722927908;6;1;2;0.791666666666667;1.109;1;0;1;0
181;dibstudent03--2016-09-25--16-20.log-38;10;0.0285714285714286;0;2;0;0;2;1;39;0;0;1;0;0.155640159950195;1;250.578;0.047;0.225115722927908;5;1;2;0.8125;1.859;1;0;1;0
182;dibstudent03--2016-09-25--16-20.log-39;10;0.0285714285714286;0;2;0;0;2;1;40;0;0;1;0;0.158445334379073;1;252.453;0.016;0.225115722927908;4;1;2;0.833333333333333;26.219;1;0;1;0
183;dibstudent03--2016-09-25--16-20.log-4;20;0.0428571428571429;0;14;0;0;3;1;5;0;0;1;0;0.22424541418128;1;22.297;0.094;0.20837116698156;1;1;3;0.104166666666667;1.359;1;0;1;1
184;dibstudent03--2016-09-25--16-20.log-40;10;0.0285714285714286;0;2;0;0;2;1;41;0;0;1;0;0.147118451883296;1;278.687;0.015;0.225115722927908;3;1;2;0.854166666666667;1.36;1;0;1;0
185;dibstudent03--2016-09-25--16-20.log-41;10;0.0285714285714286;0;2;0;0;2;1;42;0;0;1;0;0.149966793067249;1;280.062;0.015;0.225115722927908;2;1;2;0.875;11.36;1;0;1;0
186;dibstudent03--2016-09-25--16-20.log-42;20;0.0428571428571429;1;1;1;0;3;1;43;0;0;1;0;0.147465311357573;0;291.594;0.172;0.20837116698156;1;0;2;0.895833333333333;1.203;0;1;1;1
187;dibstudent03--2016-09-25--16-20.log-43;20;0.0428571428571429;0;1;0;0;3;1;44;0;0;1;0;0.150267065557423;1;292.812;0.015;0.20837116698156;0;1;3;0.916666666666667;28.266;1;0;1;1
188;dibstudent03--2016-09-25--16-20.log-44;20;0.0428571428571429;5;0;5;0.0714285714285714;3;1;45;0;5;1;0;0.139975861940252;1;321.484;0.406;0.20837116698156;0;1;3;0.9375;97.719;0;1;1;1
189;dibstudent03--2016-09-25--16-20.log-45;4;0.0285714285714286;6;0;6;0;2;1;46;0;0;1;0;0.109687034277198;0;419.375;0.172;0.219110435981261;0;0;2;0.958333333333333;3.234;0;0;0;0
190;dibstudent03--2016-09-25--16-20.log-46;44;0.0714285714285714;3;0;3;0;3;1;47;0;0;1;0.030812324929972;0.111164459539685;0;422.797;0.188;0.137432824064758;1;0;2;0.979166666666667;1.812;0;1;0;1
191;dibstudent03--2016-09-25--16-20.log-47;44;0.0714285714285714;0;0;0;0;3;1;48;0;0;1;0;0.112920452246411;1;425.078;0.469;0.137432824064758;0;1;3;1;0;1;0;0;1
192;dibstudent03--2016-09-25--16-20.log-5;20;0.0428571428571429;0;14;0;0;3;1;6;0;0;1;0;0.252472122869766;1;23.765;0.109;0.20837116698156;0;1;3;0.125;18.313;1;0;1;1
193;dibstudent03--2016-09-25--16-20.log-6;1;0;3;1;3;0;0;1;7;0;0;1;0.000843170320404722;0.16629448377441;0;42.094;0.016;0;16;0;0;0.145833333333333;2.421;0;0;0;1
194;dibstudent03--2016-09-25--16-20.log-7;3;0;0;1;0;0;0;1;8;0;0;1;0.00168350168350168;0.179650131369159;1;44.531;0.016;0.172223239519303;15;0.333333333333333;0;0.166666666666667;1.109;1;0;1;1
195;dibstudent03--2016-09-25--16-20.log-8;2;0.0142857142857143;1;14;1;0;1;1;9;0;0;1;0;0.1971263360785;0.666666666666667;45.656;0.016;0.376009751339315;14;1;0;0.1875;1.859;0;1;1;1
196;dibstudent03--2016-09-25--16-20.log-9;4;0.0285714285714286;1;18;1;0;2;1;10;0;0;1;0;0.209837166358906;0;47.656;0.141;0.219110435981261;13;0;1;0.208333333333333;6.5;0;1;1;1
197;dibstudent03--2016-09-25--17-37.log-0;22;0.0428571428571429;0;0;0;0;2;0;1;0;0;1;0.0151724137931034;1;1;0.016;0.016;0.622736353000198;0;0.5;0;0.0833333333333333;13.062;0;0;0;1
198;dibstudent03--2016-09-25--17-37.log-1;21;0.0428571428571429;2;0;2;0;2;0;2;0;0;1;0.0142760027192386;0.151125887864591;0;13.234;0.156;0.240952158581365;0;0;2;0.166666666666667;18.36;0;0;0;1
199;dibstudent03--2016-09-25--17-37.log-10;137;0.0714285714285714;1;1;1;0;3;1;11;0;0;2;0;0.0511442360445978;1;215.078;0.094;0.54920053950463;1;0.525547445255474;3;0.916666666666667;33.828;0;0;0;1
200;dibstudent03--2016-09-25--17-37.log-11;72;0.0714285714285714;1;0;1;0;3;1;12;0;0;1;0;0.0481987717346336;0.525547445255474;248.969;0.063;0.484149108034877;0;1;3;1;0;0;0;0;0
201;dibstudent03--2016-09-25--17-37.log-2;22;0.0428571428571429;2;0;2;0;2;0;3;0;0;1;0;0.0949096776234617;0;31.609;0.015;0.622736353000198;0;0;2;0.25;10.969;0;0;0;1
202;dibstudent03--2016-09-25--17-37.log-3;22;0.0428571428571429;2;1;2;0;2;0;4;0;0;1;0.014735432016075;0.0933968431867003;0;42.828;0.25;0.192716707403036;2;0;2;0.333333333333333;101.469;0;0;0;0
203;dibstudent03--2016-09-25--17-37.log-4;44;0.0428571428571429;1;1;1;0;2;1;5;0;0;2;0.0145214521452145;0.0345908251295426;1;144.547;0.25;0.24704081274886;1;0.5;2;0.416666666666667;17.109;0;0;0;1
204;dibstudent03--2016-09-25--17-37.log-5;22;0.0428571428571429;1;0;1;0;2;1;6;0;0;1;0;0.0371050629858444;0.5;161.703;0.047;0.192716707403036;0;1;2;0.5;8.094;0;0;0;0
205;dibstudent03--2016-09-25--17-37.log-6;65;0.0714285714285714;2;2;2;0;3;1;7;0;0;1;0.0411392405063291;0.0411160058737151;0;170.25;0.453;0.193786388067707;5;0;2;0.583333333333333;4.516;0;1;0;1
206;dibstudent03--2016-09-25--17-37.log-7;65;0.0714285714285714;0;2;0;0;3;1;8;0;0;1;0;0.0457223851082192;1;174.969;0.203;0.193786388067707;4;1;3;0.666666666666667;28.578;1;0;0;1
207;dibstudent03--2016-09-25--17-37.log-8;137;0.0714285714285714;1;2;1;0;3;1;9;0;0;2;0.0435835351089588;0.0441819708104446;1;203.703;0.156;0.54920053950463;3;0.474452554744526;3;0.75;1.438;0;0;0;1
208;dibstudent03--2016-09-25--17-37.log-9;72;0.0714285714285714;1;1;1;0;3;1;10;0;0;1;0;0.0487322310102679;0.525547445255474;205.203;0.062;0.484149108034877;2;1;3;0.833333333333333;9.781;0;0;0;0
209;dibstudent04--2016-09-20--14-38.log-0;7;0.0285714285714286;0;1;0;0;1;0;1;0;0;1;0.00421940928270042;1;1;0.079;0.079;0.746329971236019;13;0.5;0;0.0172413793103448;9.39;0;0;1;1
210;dibstudent04--2016-09-20--14-38.log-1;21;0.0285714285714286;0;1;0;0;1;1;2;0;0;1;0.00836820083682008;0.207792207792208;1;9.625;0.156;0.49660456837739;12;0.333333333333333;1;0.0344827586206897;5.282;1;0;1;1
211;dibstudent04--2016-09-20--14-38.log-10;28;0.0285714285714286;1;3;1;0;2;1;11;0;0;1;0.00904977375565611;0.0514393670152073;1;213.844;0.125;0.282319086300229;3;0.142857142857143;2;0.189655172413793;39.641;0;0;1;1
212;dibstudent04--2016-09-20--14-38.log-11;162;0.0428571428571429;1;0;1;0;3;1;12;0;0;1;0.0550507749866382;0.0472643772327495;0;253.891;0.406;0.247848180156371;2;0;2;0.206896551724138;7.703;0;1;1;1
213;dibstudent04--2016-09-20--14-38.log-12;162;0.0428571428571429;0;0;0;0;3;1;13;0;0;1;0;0.0496922900500745;1;261.61;0.016;0.247848180156371;1;1;3;0.224137931034483;13.953;1;0;1;1
214;dibstudent04--2016-09-20--14-38.log-13;59;0.0428571428571429;0;0;0;0;3;1;14;0;0;1;0;0.0508021293349638;0.364197530864198;275.579;0.016;0.289312357585548;0;1;3;0.241379310344828;11.14;1;0;1;1
215;dibstudent04--2016-09-20--14-38.log-14;258;0.0714285714285714;2;6;2;0;4;1;15;0;0;1;0.121183654297792;0.0522078708586106;0;287.313;0.594;0.353650859372342;8;0;3;0.258620689655172;1.547;0;1;1;1
216;dibstudent04--2016-09-20--14-38.log-15;60;0.0571428571428571;1;2;1;0;3;1;16;0;0;1;0;0.0553752016003433;0;288.938;0.078;0.305995631688329;7;0;3;0.275862068965517;35.766;0;0;1;1
217;dibstudent04--2016-09-20--14-38.log-16;60;0.0571428571428571;0;2;0;0;3;1;17;0;0;1;0;0.0523529574801598;1;324.719;0.015;0.305995631688329;6;1;3;0.293103448275862;2.266;1;0;1;1
218;dibstudent04--2016-09-20--14-38.log-17;60;0.0571428571428571;0;2;0;0;3;1;18;0;0;1;0;0.055045871559633;1;327;0.015;0.305995631688329;5;1;3;0.310344827586207;1.719;1;0;1;1
219;dibstudent04--2016-09-20--14-38.log-18;10;0.0428571428571429;1;3;1;0;2;1;19;0;0;1;0.00467508181393174;0.0577973139458835;0;328.735;0.016;0.37357824159479;4;0;2;0.327586206896552;34.562;0;0;1;0
220;dibstudent04--2016-09-20--14-38.log-19;10;0.0428571428571429;0;3;0;0;2;1;20;0;0;1;0;0.0550489522808157;1;363.313;0.016;0.37357824159479;3;1;2;0.344827586206897;15.453;1;0;1;1
221;dibstudent04--2016-09-20--14-38.log-2;14;0.0428571428571429;1;1;1;0;2;1;3;0;0;1;0;0.201045436268597;0.666666666666667;14.922;0.015;0.550868442552952;11;1;1;0.0517241379310345;21.375;0;1;1;1
222;dibstudent04--2016-09-20--14-38.log-20;60;0.0571428571428571;1;0;1;0;3;1;21;0;0;1;0;0.0554408604421541;0;378.782;0.016;0.305995631688329;2;0;2;0.362068965517241;3.172;0;1;1;0
223;dibstudent04--2016-09-20--14-38.log-21;60;0.0571428571428571;0;0;0;0;3;1;22;0;0;1;0;0.0575938845766195;1;381.985;0.031;0.305995631688329;1;1;3;0.379310344827586;1.562;1;0;1;1
224;dibstudent04--2016-09-20--14-38.log-22;60;0.0571428571428571;0;0;0;0;3;1;23;0;0;1;0;0.0599640736984537;1;383.563;0.016;0.305995631688329;0;1;3;0.396551724137931;16.562;1;0;1;1
225;dibstudent04--2016-09-20--14-38.log-23;20;0.0571428571428571;2;0;2;0.0285714285714286;3;1;24;0;2;1;0;0.0599601265158669;0.333333333333333;400.266;0.141;0.366521375862021;3;1;3;0.413793103448276;73.703;0;1;1;1
226;dibstudent04--2016-09-20--14-38.log-24;20;0.0571428571428571;0;0;0;0.0285714285714286;3;1;25;2;2;1;0;0.0527442851567033;1;473.985;0.016;0.366521375862021;2;1;3;0.431034482758621;1.609;1;0;1;1
227;dibstudent04--2016-09-20--14-38.log-25;20;0.0571428571428571;0;0;0;0.0285714285714286;3;1;26;2;2;1;0;0.054666638632493;1;475.61;0.016;0.366521375862021;1;1;3;0.448275862068966;13.969;1;0;1;1
228;dibstudent04--2016-09-20--14-38.log-26;20;0.0571428571428571;0;0;0;0.0285714285714286;3;1;27;2;2;1;0;0.055147734653611;1;489.594;0.015;0.366521375862021;0;1;3;0.46551724137931;38.406;1;0;1;1
229;dibstudent04--2016-09-20--14-38.log-27;153;0.1;3;0;3;0.0285714285714286;4;1;28;2;2;1;0.0667539267015707;0.0530019951465316;0;528.282;0.282;0.317061040415152;0;0;3;0.482758620689655;1.937;0;1;1;1
230;dibstudent04--2016-09-20--14-38.log-28;110;0.0857142857142857;3;7;3;0;3;1;29;0;0;1;0.0457951706910908;0.0546637613191685;0;530.516;0.297;0.231207297540774;3;0;3;0.5;17.438;0;0;1;1
231;dibstudent04--2016-09-20--14-38.log-29;110;0.0857142857142857;0;7;0;0;3;1;30;0;0;1;0;0.0547476225844893;1;547.969;0.015;0.231207297540774;2;1;3;0.517241379310345;9;1;0;1;1
232;dibstudent04--2016-09-20--14-38.log-3;20;0.0285714285714286;1;2;1;0;2;1;4;0;0;1;0.00357355568790947;0.110153388593617;1;36.313;0.016;0.374785825464948;10;0.7;1;0.0689655172413793;11.984;0;0;1;1
233;dibstudent04--2016-09-20--14-38.log-30;55;0.0714285714285714;1;9;1;0;2;1;31;0;0;1;0.0223850223850224;0.0556474036896024;0;557.079;0.11;0.264950883842309;1;0;2;0.53448275862069;6.062;0;0;1;0
234;dibstudent04--2016-09-20--14-38.log-31;55;0.0714285714285714;0;9;0;0;2;1;32;0;0;1;0;0.0568225201853124;1;563.157;0.016;0.264950883842309;0;1;2;0.551724137931034;140.859;1;0;1;1
235;dibstudent04--2016-09-20--14-38.log-32;824;0.114285714285714;3;3;3;0;3;1;33;0;0;1;0.251142944224322;0.0468396041627634;0;704.532;0.516;0.208725112492357;1;0;2;0.568965517241379;27.562;0;1;1;1
236;dibstudent04--2016-09-20--14-38.log-33;824;0.114285714285714;0;3;0;0;3;1;34;0;0;1;0;0.0464401570770019;1;732.125;0.031;0.208725112492357;0;1;3;0.586206896551724;3.938;1;0;1;1
237;dibstudent04--2016-09-20--14-38.log-34;55;0.0714285714285714;3;9;3;0;2;1;35;0;0;1;0;0.0475492440349473;0;736.079;0.016;0.264950883842309;0;0;2;0.603448275862069;2.015;0;0;1;0
238;dibstudent04--2016-09-20--14-38.log-35;5354;0.128571428571429;4;0;4;0;3;1;36;0;0;1;0.620034742327736;0.0487227203518863;0;738.875;0.781;0.122116402512687;1;0;2;0.620689655172414;48.844;0;1;1;0
239;dibstudent04--2016-09-20--14-38.log-36;5354;0.128571428571429;0;0;0;0;3;1;37;0;0;1;0;0.0469664139365852;1;787.797;0.078;0.122116402512687;0;1;3;0.637931034482759;3.907;1;0;1;0
240;dibstudent04--2016-09-20--14-38.log-37;55;0.0714285714285714;4;9;4;0;2;1;38;0;0;1;0;0.04799682715711;0;791.719;0.015;0.264950883842309;0;0;2;0.655172413793103;23.891;0;0;1;0
241;dibstudent04--2016-09-20--14-38.log-38;5354;0.114285714285714;3;0;3;0;3;1;39;0;0;1;0.382729287297162;0.0477648499693815;0;816.5;0.89;0.122116402512687;1;0;2;0.672413793103448;625.516;0;1;1;0
242;dibstudent04--2016-09-20--14-38.log-39;5354;0.114285714285714;0;0;0;0;3;1;40;0;0;1;0;0.027737135169994;1;1442.11;0.094;0.122116402512687;0;1;3;0.689655172413793;627.615;1;0;1;0
243;dibstudent04--2016-09-20--14-38.log-4;69;0.0428571428571429;1;2;1;0;3;1;5;0;0;1;0.0394736842105263;0.102564102564103;0;48.75;0.453;0.399177702074307;9;0;2;0.0862068965517241;105.235;0;1;1;1
244;dibstudent04--2016-09-20--14-38.log-40;271;0.1;5;0;5;0;3;1;41;0;0;1;0.0190042075736325;0.0198077488879881;0;2069.897;0.172;0.216784425331862;0;0;2;0.706896551724138;25.328;0;0;1;0
